LineageTaxIDs,Lineage,Organism,Phylum,Class,Order,Family,Genus,Predictors,Replicon,nuoA,nuoB,nuoC,nuoD,nuoE,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,nuoN,TotalSubunits
290053,Bacteroides helcogenes,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,0,1,1,1,1,1,1,1,1,1,13
48296,Acinetobacter pittii,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
48296,Acinetobacter pittii,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
48296,Acinetobacter pittii,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
78259,Scardovia inopinata,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Scardovia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
72,Simonsiella muelleri,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
34085,Riemerella anatipestifer,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
34085,Riemerella anatipestifer,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
185300,Paludibacter propionicigenes,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,0,1,1,1,1,1,1,1,13
1604,Lactobacillus amylovorus,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3
1604,Lactobacillus amylovorus,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4
1604,Lactobacillus amylovorus,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
84030,Lacrimispora saccharolytica,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,0,1,1,0,1,7
234827,Candidatus Midichloria mitochondrii,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Midichloria,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
252966,Mahella australiensis,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family IV. Incertae Sedis,Mahella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
46354,Thermoanaerobacter wiegelii,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,1,1,1,1,1,1,1,1,0,1,1,1,1,12
28035,Staphylococcus lugdunensis,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,0,1,1,0,1,1,1,1,1,1,8
28035,Staphylococcus lugdunensis,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,1,1,1,1,1,1,1,1,9
28035,Staphylococcus lugdunensis,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33871,Coriobacterium glomerans,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
354356,Niastella koreensis,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
78258,Parascardovia denticolens,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,1,0,0,0,1,0,1,1,1,1,1,1,8
154288,Turicibacter sanguinis,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,0,0,0,0,0,4
570267,Methanocella paludicola,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13
68280,Streptomyces violaceusniger,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
656519,Halanaerobium hydrogeniformans,Bacteria,Bacillota,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,0,1,1,1,1,8
28133,Prevotella nigrescens,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
28133,Prevotella nigrescens,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
1328,Streptococcus anginosus,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,OurProteins+HMMER; OurGenes+HMMER,undefined,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4
1328,Streptococcus anginosus,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,1,0,0,1,1,0,0,0,4
553,Pantoea ananatis,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
553,Pantoea ananatis,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
553,Pantoea ananatis,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3
336810,Candidatus Karelsulcia muelleri,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,,Candidatus Karelsulcia,OurProteins+HMMER; COGs+HMMER,undefined,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
336810,Candidatus Karelsulcia muelleri,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,,Candidatus Karelsulcia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3
2358,Desulfomonile tiedjei,Bacteria,Thermodesulfobacteriota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
29430,Acinetobacter haemolyticus,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
148813,Sulfuricurvum kujiense,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
148813,Sulfuricurvum kujiense,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
309887,Deinococcus maricopensis,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
104628,Helicobacter suis,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13
104628,Helicobacter suis,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
28118,Odoribacter splanchnicus,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
28118,Odoribacter splanchnicus,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
33910,Amycolatopsis mediterranei,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
33910,Amycolatopsis mediterranei,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
470934,Pantoea vagans,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
470934,Pantoea vagans,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
470934,Pantoea vagans,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,0,1,0,1,1,1,0,0,1,6
1625,Fructilactobacillus sanfranciscensis,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
1625,Fructilactobacillus sanfranciscensis,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,OurGenes+HMMER,chromosome,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
155863,Methanothermococcus okinawensis,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,1,1,1,0,0,1,1,1,1,1,1,1,1,11
28031,Lysinibacillus fusiformis,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,1,0,1,1,1,8
28031,Lysinibacillus fusiformis,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
423351,Mucilaginibacter paludis,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
436,Novacetimonas hansenii,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Novacetimonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
436,Novacetimonas hansenii,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Novacetimonas,OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
315405,Streptococcus gallolyticus,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
315405,Streptococcus gallolyticus,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,0,0,1,1,0,1,0,4
651822,Fretibacterium fastidiosum,Bacteria,Synergistota,Synergistia,Synergistales,Aminobacteriaceae,Fretibacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10
301301,Roseburia hominis,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,0,1,0,0,1,6
301301,Roseburia hominis,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,0,1,0,0,1,6
145263,Methanothermobacter marburgensis,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,1,1,1,1,1,1,1,1,1,1,1,0,1,12
145263,Methanothermobacter marburgensis,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,1,1,1,1,1,1,1,1,1,1,1,0,1,12
53358,Intrasporangium calvum,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Intrasporangium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
53358,Intrasporangium calvum,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Intrasporangium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
71667,Waddlia chondrophila,Bacteria,Chlamydiota,Chlamydiia,Parachlamydiales,Waddliaceae,Waddlia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,0,1,0,0,1,0,1,1,1,1,6
2352,Flexistipes sinusarabici,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Flexistipitaceae,Flexistipes,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
245012,butyrate-producing bacterium SM4/1,Bacteria,Bacillota,Clostridia,Eubacteriales,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,1,0,0,0,1,6
1148157,Acinetobacter oleivorans,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1033846,Marinobacter adhaerens,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
1033846,Marinobacter adhaerens,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,0,0,0,1,1,1,1,1,1,1,1,1,1,11
1033846,Marinobacter adhaerens,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
197162,Deferribacter desulfuricans,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
197162,Deferribacter desulfuricans,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,COGs+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2123,Mycoplasma putrefaciens,Bacteria,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,OurProteins+HMMER; COGs+HMMER,undefined,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
2123,Mycoplasma putrefaciens,Bacteria,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,OurProteins+HMMER,chromosome,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
29575,Taylorella equigenitalis,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
29575,Taylorella equigenitalis,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
215591,Gracilinema caldarium,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Breznakiellaceae,Gracilinema,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
744985,alpha proteobacterium HIMB59,Bacteria,Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
184064,Thermodesulfobium narugense,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
269261,Nitratifractor salsuginis,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
77095,Prevotella bryantii,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,0,1,1,1,1,1,1,1,13
119,Rubinisphaera brasiliensis,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,0,1,0,1,1,1,1,1,1,8
379067,Streptomyces bingchenggensis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
28183,Leptospira santarosai,Bacteria,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
119532,Microcoleus vaginatus,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Microcoleus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
119532,Microcoleus vaginatus,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Microcoleus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
191579,Fluviicola taffensis,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1564,Desulforamulus ruminis,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulforamulus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
940614,Granulicella mallensis,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Granulicella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1131703,Sphaerochaeta globosa,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Sphaerochaeta,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,1,1,1,0,1,8
92945,Ketogulonicigenium vulgare,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
92945,Ketogulonicigenium vulgare,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
92945,Ketogulonicigenium vulgare,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium,OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4
162,Treponema phagedenis,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,0,0,1,0,1,0,0,0,4
546,Citrobacter freundii,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
546,Citrobacter freundii,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
546,Citrobacter freundii,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
626932,Alistipes indistinctus,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
626932,Alistipes indistinctus,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
40545,Sutterella wadsworthensis,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,1,0,1,8
437897,Megamonas funiformis,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,1,1,0,0,1,7
437897,Megamonas funiformis,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,0,1,0,0,1,6
859,Fusobacterium necrophorum,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,0,0,0,1,6
84112,Eggerthella lenta,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13
84112,Eggerthella lenta,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13
273376,Parasphaerochaeta coccoides,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Parasphaerochaeta,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,1,0,1,1,1,0,1,1,1,0,0,1,8
